,likes,Checkins,Returns,Category,commBase,comm24,comm48,diff2448,baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output,baseTime_l
14902,882710,0,2939.0,16.0,47.0,4,43.0,-39,"(28.0, 35.0]",125,21.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(28.0, 35.0]"
23826,454393,0,66403.0,96.0,35.0,4,15.0,-11,"(49.0, 57.0]",42,437.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,3,"(49.0, 57.0]"
4843,4290409,11,131422.0,9.0,32.0,32,0.0,32,"(-1.0, 7.0]",205,33.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,21,"(-1.0, 7.0]"
6524,1422427,0,35610.0,9.0,3.0,0,0.0,0,"(57.0, 65.0]",212,11.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
7549,23985,178,2773.0,36.0,17.0,17,0.0,17,"(14.0, 21.0]",33,99.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,6,"(14.0, 21.0]"
34991,1501889,0,33752.0,14.0,4.0,4,0.0,4,"(14.0, 21.0]",266,2.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(14.0, 21.0]"
24469,7461335,1478,218090.0,9.0,180.0,17,68.0,-51,"(49.0, 57.0]",426,501.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,3,"(49.0, 57.0]"
2303,579587,0,33116.0,18.0,51.0,35,16.0,19,"(21.0, 28.0]",176,25.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,3,"(21.0, 28.0]"
11678,92347,0,4867.0,24.0,28.0,28,0.0,28,"(14.0, 21.0]",17,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,2,"(14.0, 21.0]"
25746,213787,0,1058.0,14.0,16.0,16,0.0,16,"(7.0, 14.0]",79,24.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,1,"(7.0, 14.0]"
27185,1501468,0,50185.0,8.0,65.0,1,13.0,-12,"(57.0, 65.0]",11,112.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,3,"(57.0, 65.0]"
29762,865437,0,23219.0,24.0,14.0,0,0.0,0,"(65.0, 72.0]",141,3.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(65.0, 72.0]"
22527,32319,666,406.0,32.0,2.0,2,0.0,2,"(14.0, 21.0]",131,24.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(14.0, 21.0]"
38256,54305,0,4830.0,67.0,1.0,0,1.0,-1,"(28.0, 35.0]",151,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(28.0, 35.0]"
13055,9422,7750,189.0,34.0,0.0,0,0.0,0,"(7.0, 14.0]",410,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(7.0, 14.0]"
35828,34008,0,11863.0,18.0,27.0,5,22.0,-17,"(28.0, 35.0]",18,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(28.0, 35.0]"
35780,2153,0,0.0,8.0,2.0,0,0.0,0,"(65.0, 72.0]",63,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
9837,58594,109,498.0,36.0,5.0,5,0.0,5,"(7.0, 14.0]",264,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(7.0, 14.0]"
35555,23253,0,4595.0,8.0,19.0,0,0.0,0,"(57.0, 65.0]",729,4.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(57.0, 65.0]"
521,1552629,0,64641.0,9.0,62.0,7,20.0,-13,"(57.0, 65.0]",47,165.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,0,"(57.0, 65.0]"
25075,232059,0,4993.0,24.0,14.0,0,3.0,-3,"(57.0, 65.0]",159,1.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
19842,513160,0,73487.0,42.0,71.0,71,0.0,71,"(-1.0, 7.0]",3904,2048.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,378,"(-1.0, 7.0]"
9403,867486,0,21963.0,4.0,1.0,1,0.0,1,"(21.0, 28.0]",11,24.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,2,"(21.0, 28.0]"
39682,1947129,7,242852.0,18.0,319.0,147,172.0,-25,"(28.0, 35.0]",163,2180.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,61,"(28.0, 35.0]"
21164,220749,0,12792.0,18.0,9.0,2,7.0,-5,"(35.0, 42.0]",65,3.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(35.0, 42.0]"
33487,965964,0,11631.0,9.0,0.0,0,0.0,0,"(-1.0, 7.0]",53,183.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,20,"(-1.0, 7.0]"
25796,213787,0,1058.0,14.0,13.0,13,0.0,13,"(14.0, 21.0]",57,24.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,6,"(14.0, 21.0]"
32932,2549867,186370,177095.0,9.0,452.0,452,0.0,452,"(-1.0, 7.0]",154,4283.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,338,"(-1.0, 7.0]"
6485,32590,129,628.0,50.0,6.0,3,3.0,0,"(21.0, 28.0]",632,4.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(21.0, 28.0]"
16128,80765,0,8973.0,13.0,16.0,1,7.0,-6,"(49.0, 57.0]",47,2.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(49.0, 57.0]"
18713,5836724,0,47316.0,42.0,25.0,5,20.0,-15,"(35.0, 42.0]",132,16.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,2,"(35.0, 42.0]"
21019,4975857,159,87422.0,9.0,165.0,38,127.0,-89,"(42.0, 49.0]",202,378.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,4,"(42.0, 49.0]"
13969,25599,2023,1835.0,32.0,8.0,0,8.0,-8,"(42.0, 49.0]",273,3.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
20861,20329,0,136.0,24.0,2.0,0,2.0,-2,"(42.0, 49.0]",50,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,0,"(42.0, 49.0]"
233,798622,0,34668.0,5.0,20.0,0,20.0,-20,"(42.0, 49.0]",345,224.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
7247,441897,0,16175.0,18.0,53.0,2,8.0,-6,"(57.0, 65.0]",208,3.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
11145,175201,0,54849.0,36.0,35.0,35,0.0,35,"(-1.0, 7.0]",29,244.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,24,"(-1.0, 7.0]"
33572,965964,0,11631.0,9.0,44.0,5,39.0,-34,"(42.0, 49.0]",122,74.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(42.0, 49.0]"
531,1552629,0,64641.0,9.0,264.0,16,58.0,-42,"(49.0, 57.0]",45,110.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2,"(49.0, 57.0]"
40304,252794,0,6.0,22.0,1.0,0,1.0,-1,"(28.0, 35.0]",73,1.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,11,"(28.0, 35.0]"
11556,623667,0,2666.0,26.0,2.0,0,2.0,-2,"(28.0, 35.0]",133,13.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1,"(28.0, 35.0]"
18681,656085,0,62122.0,39.0,14.0,5,3.0,2,"(57.0, 65.0]",131,47.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(57.0, 65.0]"
12410,19465,0,1578.0,18.0,12.0,12,0.0,12,"(14.0, 21.0]",114,1.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,2,"(14.0, 21.0]"
17122,609152,1,16856.0,18.0,21.0,0,2.0,-2,"(49.0, 57.0]",349,11.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(49.0, 57.0]"
39345,3337470,27805,11736.0,40.0,0.0,0,0.0,0,"(7.0, 14.0]",170,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(7.0, 14.0]"
24167,2239009,51619,87722.0,9.0,9.0,9,0.0,9,"(-1.0, 7.0]",138,112.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,15,"(-1.0, 7.0]"
14317,25723,0,3586.0,2.0,19.0,0,2.0,-2,"(65.0, 72.0]",154,20.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,2,"(65.0, 72.0]"
7532,23985,178,2773.0,36.0,1.0,1,0.0,1,"(-1.0, 7.0]",201,5.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,4,"(-1.0, 7.0]"
13956,25599,2023,1835.0,32.0,0.0,0,0.0,0,"(-1.0, 7.0]",41,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,72,"(-1.0, 7.0]"
31253,2078654,2715,84453.0,9.0,130.0,21,109.0,-88,"(35.0, 42.0]",557,154.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,3,"(35.0, 42.0]"
36051,668834,4,42523.0,9.0,229.0,1,5.0,-4,"(57.0, 65.0]",151,577.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(57.0, 65.0]"
19179,16146,0,1994.0,36.0,4.0,0,4.0,-4,"(28.0, 35.0]",39,40.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
39424,3337470,27805,11736.0,40.0,1.0,0,1.0,-1,"(35.0, 42.0]",328,12.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(35.0, 42.0]"
37598,608825,150,11239.0,44.0,33.0,0,1.0,-1,"(65.0, 72.0]",50,82.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(65.0, 72.0]"
6394,55975,53564,774.0,50.0,93.0,16,77.0,-61,"(35.0, 42.0]",368,65.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,2,"(35.0, 42.0]"
7888,4072194,880,161174.0,9.0,52.0,3,1.0,2,"(65.0, 72.0]",514,53.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
36090,668834,4,42523.0,9.0,31.0,31,0.0,31,"(7.0, 14.0]",124,81.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,5,"(7.0, 14.0]"
24701,68306,0,3811.0,2.0,24.0,5,19.0,-14,"(28.0, 35.0]",115,3.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,1,"(28.0, 35.0]"
12946,33326385,157,27408.0,47.0,79.0,16,63.0,-47,"(35.0, 42.0]",117,64.0,24,1,0.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,1,"(35.0, 42.0]"
5008,8189,523,33.0,23.0,0.0,0,0.0,0,"(21.0, 28.0]",33,3.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,0,"(21.0, 28.0]"
30192,1959278,0,12641.0,18.0,8.0,0,1.0,-1,"(49.0, 57.0]",294,11.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(49.0, 57.0]"
3753,81756,0,2947.0,36.0,24.0,24,0.0,24,"(21.0, 28.0]",425,197.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,9,"(21.0, 28.0]"
11278,101655,0,33.0,8.0,1.0,0,0.0,0,"(65.0, 72.0]",49,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
14341,25723,0,3586.0,2.0,6.0,6,0.0,6,"(14.0, 21.0]",189,32.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,1,"(14.0, 21.0]"
27101,4488,0,124.0,40.0,1.0,0,0.0,0,"(65.0, 72.0]",1274,4.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
34748,35508,0,795.0,38.0,2.0,0,2.0,-2,"(42.0, 49.0]",103,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(42.0, 49.0]"
1735,115669,0,745.0,1.0,0.0,0,0.0,0,"(57.0, 65.0]",152,3.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
31764,2470711,36,271475.0,9.0,67.0,67,0.0,67,"(-1.0, 7.0]",211,221.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,45,"(-1.0, 7.0]"
11146,175201,0,54849.0,36.0,38.0,8,17.0,-9,"(49.0, 57.0]",768,74.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(49.0, 57.0]"
32049,11384,0,226.0,2.0,46.0,0,3.0,-3,"(65.0, 72.0]",177,18.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
17686,257320,0,81826.0,20.0,56.0,5,31.0,-26,"(49.0, 57.0]",72,56.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,1,"(49.0, 57.0]"
10713,441554,0,60660.0,4.0,41.0,2,6.0,-4,"(65.0, 72.0]",61,27.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
11166,175201,0,54849.0,36.0,50.0,0,4.0,-4,"(65.0, 72.0]",2307,65.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(65.0, 72.0]"
36438,297702,148,488.0,55.0,4.0,4,0.0,4,"(21.0, 28.0]",154,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(21.0, 28.0]"
13618,1209904,62,106641.0,24.0,208.0,107,101.0,6,"(21.0, 28.0]",280,408.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,10,"(21.0, 28.0]"
5266,6141231,108622,290050.0,36.0,33.0,33,0.0,33,"(-1.0, 7.0]",58,286.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,74,"(-1.0, 7.0]"
5004,4290409,11,131422.0,9.0,63.0,63,0.0,63,"(14.0, 21.0]",203,2.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,3,"(14.0, 21.0]"
35721,6991,0,550.0,80.0,0.0,0,0.0,0,"(28.0, 35.0]",233,16.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(28.0, 35.0]"
11717,92347,0,4867.0,24.0,176.0,23,153.0,-130,"(42.0, 49.0]",38,170.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,6,"(42.0, 49.0]"
12966,33326385,157,27408.0,47.0,110.0,3,11.0,-8,"(57.0, 65.0]",161,149.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,5,"(57.0, 65.0]"
7093,56474,0,2074.0,36.0,6.0,1,2.0,-1,"(65.0, 72.0]",614,43.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
5833,555304,0,599.0,47.0,2.0,1,1.0,0,"(28.0, 35.0]",100,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(28.0, 35.0]"
764,8488256,0,283570.0,18.0,214.0,9,36.0,-27,"(65.0, 72.0]",26,96.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,8,"(65.0, 72.0]"
825,1425417,185,84153.0,18.0,10.0,1,0.0,1,"(65.0, 72.0]",14,18.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(65.0, 72.0]"
29203,572325,0,27248.0,24.0,23.0,1,22.0,-21,"(42.0, 49.0]",78,16.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(42.0, 49.0]"
8648,2071999,156,150355.0,57.0,20.0,1,19.0,-18,"(21.0, 28.0]",119,18.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(21.0, 28.0]"
35382,22665,0,15605.0,92.0,23.0,23,0.0,23,"(7.0, 14.0]",30,79.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,3,"(7.0, 14.0]"
16948,6109,257,1.0,13.0,0.0,0,0.0,0,"(65.0, 72.0]",230,1.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
24371,7461335,1478,218090.0,9.0,70.0,15,55.0,-40,"(21.0, 28.0]",240,216.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,3,"(21.0, 28.0]"
33582,965964,0,11631.0,9.0,31.0,3,28.0,-25,"(35.0, 42.0]",183,59.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,1,"(35.0, 42.0]"
5608,1441347,0,53288.0,8.0,266.0,266,0.0,266,"(7.0, 14.0]",69,135.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,93,"(7.0, 14.0]"
24294,890,0,40.0,24.0,0.0,0,0.0,0,"(-1.0, 7.0]",62,1.0,24,0,1.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,0,"(-1.0, 7.0]"
19446,4716837,0,490422.0,5.0,220.0,56,164.0,-108,"(28.0, 35.0]",101,631.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,4,"(28.0, 35.0]"
1068,14032442,6,35154.0,20.0,463.0,463,0.0,463,"(14.0, 21.0]",115,588.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,22,"(14.0, 21.0]"
1240,2516731,0,20529.0,21.0,11.0,11,0.0,11,"(-1.0, 7.0]",54,171.0,24,0,0.0,0,0,0.0,0,1,0,0.0,0,0,0,0,1,11,"(-1.0, 7.0]"
20064,50563,10358,2348.0,32.0,3.0,3,0.0,3,"(14.0, 21.0]",77,1.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
5165,6141231,108622,290050.0,36.0,747.0,25,326.0,-301,"(49.0, 57.0]",119,223.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,46,"(49.0, 57.0]"
11036,175201,0,54849.0,36.0,98.0,2,12.0,-10,"(65.0, 72.0]",296,34.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
20372,25281,280,65.0,39.0,17.0,0,1.0,-1,"(65.0, 72.0]",390,12.0,24,0,0.0,0,0,1.0,0,0,1,0.0,0,0,0,0,0,0,"(65.0, 72.0]"
8856,155266,1284,2454.0,60.0,9.0,2,7.0,-5,"(28.0, 35.0]",16,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(28.0, 35.0]"
32037,11384,0,226.0,2.0,4.0,4,0.0,4,"(-1.0, 7.0]",146,1.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,9,"(-1.0, 7.0]"
32809,2508979,0,63476.0,9.0,0.0,0,0.0,0,"(-1.0, 7.0]",136,143.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,35,"(-1.0, 7.0]"
32870,1793,8130,280.0,87.0,0.0,0,0.0,0,"(35.0, 42.0]",25,4.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(35.0, 42.0]"
13705,13221,0,8.0,76.0,2.0,2,0.0,2,"(14.0, 21.0]",175,1.0,24,1,0.0,0,0,0.0,0,0,1,0.0,0,0,0,0,0,1,"(14.0, 21.0]"
34247,2626792,2423,203562.0,18.0,48.0,3,12.0,-9,"(49.0, 57.0]",54,48.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,2,"(49.0, 57.0]"
23458,531871,0,216.0,47.0,11.0,0,3.0,-3,"(57.0, 65.0]",102,28.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
25186,1341299,0,64467.0,8.0,128.0,128,0.0,128,"(14.0, 21.0]",69,31.0,24,0,1.0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,30,"(14.0, 21.0]"
32907,2549867,186370,177095.0,9.0,51.0,3,12.0,-9,"(49.0, 57.0]",110,130.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
4595,104037,0,30.0,14.0,4.0,0,4.0,-4,"(21.0, 28.0]",66,3.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1,"(21.0, 28.0]"
21256,321135,148,1651.0,16.0,16.0,0,3.0,-3,"(65.0, 72.0]",177,14.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
38151,54305,0,4830.0,67.0,1.0,1,0.0,1,"(14.0, 21.0]",151,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,1,0,0,0,"(14.0, 21.0]"
23792,454393,0,66403.0,96.0,0.0,0,0.0,0,"(35.0, 42.0]",89,1.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,1,0,0,"(35.0, 42.0]"
34585,100625,1,1280.0,105.0,6.0,0,6.0,-6,"(35.0, 42.0]",15,2.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(35.0, 42.0]"
23903,133574,0,22660.0,38.0,67.0,0,19.0,-19,"(49.0, 57.0]",125,3.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,1,"(49.0, 57.0]"
32405,98168,0,1843.0,36.0,4.0,1,2.0,-1,"(57.0, 65.0]",133,1.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
3025,413095,0,19301.0,24.0,17.0,1,2.0,-1,"(57.0, 65.0]",211,55.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,0,1,0,"(57.0, 65.0]"
32402,98168,0,1843.0,36.0,5.0,0,5.0,-5,"(35.0, 42.0]",919,54.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,1,0,0,0,"(35.0, 42.0]"
584,400487,0,57833.0,13.0,284.0,284,0.0,284,"(7.0, 14.0]",49,4.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,0,1,106,"(7.0, 14.0]"
38315,206412,0,1464.0,18.0,17.0,1,6.0,-5,"(49.0, 57.0]",35,5.0,24,0,0.0,0,0,0.0,1,0,1,0.0,0,0,0,0,0,0,"(49.0, 57.0]"
18154,25879,0,1970.0,36.0,2.0,2,0.0,2,"(14.0, 21.0]",100,37.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(14.0, 21.0]"
8162,165002,0,25302.0,36.0,17.0,0,1.0,-1,"(57.0, 65.0]",92,32.0,24,0,0.0,0,0,0.0,1,0,0,1.0,0,0,0,0,0,0,"(57.0, 65.0]"
552,1552629,0,64641.0,9.0,122.0,34,88.0,-54,"(21.0, 28.0]",35,65.0,24,0,1.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,2,"(21.0, 28.0]"
26718,879585,11,49540.0,9.0,622.0,622,0.0,622,"(21.0, 28.0]",38,107.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,3,"(21.0, 28.0]"
29708,865437,0,23219.0,24.0,26.0,26,0.0,26,"(21.0, 28.0]",90,14.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,2,"(21.0, 28.0]"
10603,1060457,120918,68146.0,9.0,16.0,1,1.0,0,"(65.0, 72.0]",117,21.0,24,0,0.0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,"(65.0, 72.0]"
18887,55275,0,1834.0,13.0,0.0,0,0.0,0,"(49.0, 57.0]",189,6.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(49.0, 57.0]"
16701,309999,28,43647.0,9.0,38.0,38,0.0,38,"(7.0, 14.0]",86,17.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,0,"(7.0, 14.0]"
6239,996915,0,86122.0,24.0,157.0,27,130.0,-103,"(28.0, 35.0]",82,39.0,24,1,0.0,0,0,0.0,0,0,0,1.0,0,0,0,0,0,13,"(28.0, 35.0]"
15864,7564986,0,123241.0,12.0,0.0,0,0.0,0,"(7.0, 14.0]",174,2.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,0,"(7.0, 14.0]"
1785,115669,0,745.0,1.0,0.0,0,0.0,0,"(-1.0, 7.0]",41,4.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,1,0,0,0,0,"(-1.0, 7.0]"
31492,20056,16560,597.0,30.0,1.0,0,0.0,0,"(65.0, 72.0]",658,4.0,24,1,0.0,0,0,0.0,0,0,0,0.0,0,1,0,0,0,0,"(65.0, 72.0]"
5002,4290409,11,131422.0,9.0,402.0,402,0.0,402,"(21.0, 28.0]",185,3.0,16,0,0.0,0,1,0.0,0,0,0,0.0,0,0,1,0,0,20,"(21.0, 28.0]"
14992,212881,49,25.0,16.0,64.0,7,57.0,-50,"(42.0, 49.0]",207,63.0,24,0,0.0,0,0,1.0,0,0,0,0.0,0,0,0,0,1,1,"(42.0, 49.0]"
14666,192885,1,2647.0,24.0,0.0,0,0.0,0,"(-1.0, 7.0]",278,1.0,24,0,0.0,0,0,0.0,1,0,0,0.0,0,0,0,1,0,1,"(-1.0, 7.0]"
36058,668834,4,42523.0,9.0,56.0,56,0.0,56,"(7.0, 14.0]",128,37.0,24,0,0.0,1,0,0.0,0,0,0,0.0,1,0,0,0,0,15,"(7.0, 14.0]"
16696,309999,28,43647.0,9.0,93.0,0,9.0,-9,"(57.0, 65.0]",148,49.0,24,0,0.0,1,0,0.0,0,0,0,0.0,0,0,0,1,0,0,"(57.0, 65.0]"
32071,11384,0,226.0,2.0,10.0,1,9.0,-8,"(42.0, 49.0]",222,7.0,24,0,0.0,0,0,0.0,0,1,0,1.0,0,0,0,0,0,0,"(42.0, 49.0]"
21719,3280313,1,39324.0,14.0,59.0,9,50.0,-41,"(35.0, 42.0]",187,206.0,24,0,0.0,0,1,0.0,0,0,0,0.0,0,0,0,1,0,1,"(35.0, 42.0]"
39975,2156275,114,47233.0,9.0,67.0,30,37.0,-7,"(28.0, 35.0]",77,125.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,1,"(28.0, 35.0]"
19769,1457476,0,3961.0,10.0,0.0,0,0.0,0,"(14.0, 21.0]",36,14.0,24,0,0.0,0,0,0.0,0,1,1,0.0,0,0,0,0,0,0,"(14.0, 21.0]"
